,Order,Wavelength Start (micron),Region Size (micron),Both Fibers,Species
182,34,1.27838,4.602e-05,0,"Emission line wavelength(s) in region: [(1.27841, 'O2 Line')] micron"
183,34,1.27857,3.161e-05,0,"Emission line wavelength(s) in region: [(1.27859, 'O2 Line')] micron"
184,35,1.27445,4.624e-05,0,"Emission line wavelength(s) in region: [(1.27447, 'O2 Line')] micron"
185,35,1.27485,5.623e-05,0,"Emission line wavelength(s) in region: [(1.27488, 'O2 Line')] micron"
186,35,1.27524,6.103e-05,0,"Emission line wavelength(s) in region: [(1.27527, 'OH Line'), (1.27528, 'OH Line')] micron"
187,35,1.27596,4.534e-05,0,"Emission line wavelength(s) in region: [(1.27599, 'O2 Line')] micron"
188,35,1.27637,0.00014514,0,"Emission line wavelength(s) in region: [(1.27645, 'OH Line')] micron"
189,35,1.2771,4.459e-05,0,"Emission line wavelength(s) in region: [(1.27713, 'O2 Line')] micron"
190,35,1.2774,4.439e-05,0,"Emission line wavelength(s) in region: [(1.27743, 'Blended OH and O2')] micron"
191,35,1.27768,5.401e-05,0,"Emission line wavelength(s) in region: [(1.27771, 'OH Line')] micron"
192,35,1.27821,8.273e-05,1,"Emission line wavelength(s) in region: [(1.27826, 'O2 Line')] micron"
193,35,1.27838,5.339e-05,1,"Emission line wavelength(s) in region: [(1.27841, 'O2 Line')] micron"
194,35,1.27856,6.291e-05,1,"Emission line wavelength(s) in region: [(1.27859, 'O2 Line')] micron"
195,35,1.27946,5.239e-05,1,"Emission line wavelength(s) in region: [(1.27948, 'O2 Line')] micron"
196,35,1.27975,5.211e-05,1,"Emission line wavelength(s) in region: [(1.27978, 'O2 Line')] micron"
197,35,1.28013,4.233e-05,1,"Emission line wavelength(s) in region: [(1.28016, 'OH Line')] micron"
198,35,1.2804,5.146e-05,1,"Emission line wavelength(s) in region: [(1.28042, 'O2 Line')] micron"
199,35,1.28067,5.118e-05,1,"Emission line wavelength(s) in region: [(1.2807, 'O2 Line')] micron"
200,35,1.28097,5.087e-05,0,"Emission line wavelength(s) in region: [(1.281, 'O2 Line')] micron"
201,35,1.28192,4.079e-05,0,"Emission line wavelength(s) in region: [(1.28194, 'O2 Line')] micron"
202,35,1.28244,4.926e-05,1,"Emission line wavelength(s) in region: [(1.28247, 'O2 Line')] micron"
203,35,1.28343,4.811e-05,1,"Emission line wavelength(s) in region: [(1.28346, 'OH Line')] micron"
204,35,1.28453,5.527e-05,1,"Emission line wavelength(s) in region: [(1.28456, 'OH Line')] micron"
205,35,1.28664,4.395e-05,1,"Emission line wavelength(s) in region: [(1.28666, 'O2 Line')] micron"
206,35,1.28878,4.075e-05,0,"Emission line wavelength(s) in region: [(1.28881, 'O2 Line')] micron"
207,35,1.29035,3.123e-05,0,"Emission line wavelength(s) in region: [(1.29037, 'OH Line')] micron"
208,35,1.29054,5.845e-05,1,"Emission line wavelength(s) in region: [(1.29057, 'OH Line')] micron"
209,36,1.28663,5.641e-05,0,"Emission line wavelength(s) in region: [(1.28667, 'O2 Line')] micron"
210,36,1.28878,4.478e-05,0,"Emission line wavelength(s) in region: [(1.2888, 'O2 Line')] micron"
211,36,1.29031,7.275e-05,1,"Emission line wavelength(s) in region: [(1.29034, 'OH Line'), (1.29037, 'OH Line')] micron"
212,36,1.29054,6.28e-05,1,"Emission line wavelength(s) in region: [(1.29057, 'OH Line')] micron"
213,36,1.29152,6.168e-05,0,"Emission line wavelength(s) in region: [(1.29155, 'OH Line')] micron"
214,36,1.29207,8.446e-05,1,"Emission line wavelength(s) in region: [(1.2921, 'OH Line'), (1.29213, 'OH Line')] micron"
215,36,1.29425,4.926e-05,1,"Emission line wavelength(s) in region: [(1.29428, 'OH Line')] micron"
216,36,1.29434,4.022e-05,1,"Emission line wavelength(s) in region: [(1.29436, 'OH Line')] micron"
217,36,1.29711,4.571e-05,0,"Emission line wavelength(s) in region: [(1.29714, 'OH Line')] micron"
218,36,1.29728,2.895e-05,0,"Emission line wavelength(s) in region: [(1.29729, 'OH Line')] micron"
219,36,1.29852,9.141e-05,1,"Emission line wavelength(s) in region: [(1.29857, 'OH Line')] micron"
220,36,1.30199,0.00033867,0,"Emission line wavelength(s) in region: [(1.30217, 'OH Line')] micron"
221,37,1.30129,3.462e-05,0,"Emission line wavelength(s) in region: [(1.30131, 'OH Line')] micron"
222,37,1.3021,9.263e-05,1,"Emission line wavelength(s) in region: [(1.30215, 'OH Line')] micron"
223,37,1.30524,7.792e-05,1,"Emission line wavelength(s) in region: [(1.30528, 'OH Line')] micron"
224,37,1.30842,0.00018176,1,"Emission line wavelength(s) in region: [(1.30851, 'OH Line'), (1.30855, 'OH Line')] micron"
225,37,1.31276,4.754e-05,1,"Emission line wavelength(s) in region: [(1.31278, 'OH Line')] micron"
226,38,1.3085,2.655e-05,0,"Emission line wavelength(s) in region: [(1.3085, 'OH Line')] micron"
227,38,1.30854,2.654e-05,1,"Emission line wavelength(s) in region: [(1.30854, 'OH Line'), (1.30855, 'OH Line')] micron"
228,38,1.31276,4.514e-05,1,"Emission line wavelength(s) in region: [(1.31278, 'OH Line')] micron"
229,38,1.31562,0.00010482,1,"Emission line wavelength(s) in region: [(1.31565, 'OH Line'), (1.31571, 'OH Line')] micron"
230,38,1.32104,7.943e-05,1,"Emission line wavelength(s) in region: [(1.32108, 'OH Line')] micron"
231,38,1.32223,0.0001168,0,"Emission line wavelength(s) in region: [(1.32229, 'OH Line')] micron"
232,38,1.32359,5.002e-05,1,"Emission line wavelength(s) in region: [(1.32361, 'OH Line')] micron"
233,38,1.32368,4.22e-05,1,"Emission line wavelength(s) in region: [(1.3237, 'OH Line')] micron"
234,39,1.32104,7.985e-05,0,"Emission line wavelength(s) in region: [(1.32108, 'OH Line')] micron"
235,39,1.32358,4.636e-05,1,"Emission line wavelength(s) in region: [(1.32361, 'OH Line')] micron"
236,39,1.32367,5.66e-05,1,"Emission line wavelength(s) in region: [(1.3237, 'OH Line')] micron"
237,39,1.3264,4.432e-05,0,"Emission line wavelength(s) in region: [(1.32642, 'Unknown Species')] micron"
238,39,1.33017,5.927e-05,1,"Emission line wavelength(s) in region: [(1.3302, 'OH Line')] micron"
239,39,1.3324,3.88e-05,1,"Emission line wavelength(s) in region: [(1.33242, 'OH Line')] micron"
240,39,1.33249,5.587e-05,0,"Emission line wavelength(s) in region: [(1.33253, 'OH Line')] micron"
241,40,1.34006,6.292e-05,0,"Emission line wavelength(s) in region: [(1.34009, 'OH Line')] micron"
242,40,1.34221,4.166e-05,1,"Emission line wavelength(s) in region: [(1.34223, 'OH Line')] micron"
243,41,1.35279,7.293e-05,0,"Emission line wavelength(s) in region: [(1.35282, 'OH Line')] micron"
244,43,1.41028,4.058e-05,0,"Emission line wavelength(s) in region: [(1.4103, 'OH Line')] micron"
245,43,1.41333,0.00016032,0,"Emission line wavelength(s) in region: [(1.41342, 'OH Line')] micron"
246,43,1.41628,3.317e-05,0,"Emission line wavelength(s) in region: [(1.4163, 'OH Line')] micron"
247,44,1.41624,0.00014919,1,"Emission line wavelength(s) in region: [(1.41629, 'OH Line'), (1.41633, 'OH Line')] micron"
248,44,1.42654,0.0001694,0,"Emission line wavelength(s) in region: [(1.42663, 'OH Line'), (1.42666, 'OH Line')] micron"
249,44,1.42921,6.571e-05,0,"Emission line wavelength(s) in region: [(1.42924, 'OH Line')] micron"
250,45,1.42921,4.919e-05,0,"Emission line wavelength(s) in region: [(1.42923, 'OH Line')] micron"
251,45,1.42932,6.001e-05,0,"Emission line wavelength(s) in region: [(1.42935, 'OH Line')] micron"
252,45,1.4342,5.526e-05,1,"Emission line wavelength(s) in region: [(1.43423, 'OH Line')] micron"
253,45,1.4356,5.369e-05,1,"Emission line wavelength(s) in region: [(1.43563, 'OH Line')] micron"
254,45,1.43568,5.359e-05,1,"Emission line wavelength(s) in region: [(1.43571, 'OH Line')] micron"
255,45,1.43733,4.223e-05,0,"Emission line wavelength(s) in region: [(1.43735, 'OH Line')] micron"
256,45,1.44023,5.639e-05,1,"Emission line wavelength(s) in region: [(1.44026, 'OH Line')] micron"
257,46,1.45186,9.9e-05,1,"Emission line wavelength(s) in region: [(1.45188, 'OH Line'), (1.45193, 'OH Line')] micron"
258,46,1.45253,4.175e-05,0,"Emission line wavelength(s) in region: [(1.45256, 'OH Line')] micron"
259,46,1.45637,5.387e-05,1,"Emission line wavelength(s) in region: [(1.4564, 'OH Line')] micron"
260,47,1.45637,6.262e-05,1,"Emission line wavelength(s) in region: [(1.4564, 'OH Line')] micron"
261,47,1.46042,0.00011814,1,"Emission line wavelength(s) in region: [(1.46045, 'OH Line'), (1.46051, 'OH Line')] micron"
262,47,1.46647,8.1e-05,1,"Emission line wavelength(s) in region: [(1.46651, 'OH Line')] micron"
263,47,1.46977,5.669e-05,1,"Emission line wavelength(s) in region: [(1.4698, 'OH Line')] micron"
264,47,1.46986,5.654e-05,1,"Emission line wavelength(s) in region: [(1.46989, 'OH Line')] micron"
265,47,1.47016,0.00012912,0,"Emission line wavelength(s) in region: [(1.47019, 'OH Line'), (1.47025, 'OH Line'), (1.47026, 'OH Line')] micron"
266,48,1.46977,5.261e-05,0,"Emission line wavelength(s) in region: [(1.4698, 'OH Line')] micron"
267,48,1.46985,6.424e-05,1,"Emission line wavelength(s) in region: [(1.46988, 'OH Line')] micron"
268,48,1.47395,0.00011073,1,"Emission line wavelength(s) in region: [(1.47398, 'OH Line'), (1.47403, 'OH Line')] micron"
269,48,1.47553,0.00010265,0,"Emission line wavelength(s) in region: [(1.47558, 'OH Line')] micron"
270,48,1.4772,7.876e-05,1,"Emission line wavelength(s) in region: [(1.47722, 'OH Line'), (1.47726, 'OH Line')] micron"
271,48,1.47832,9.767e-05,1,"Emission line wavelength(s) in region: [(1.47835, 'OH Line'), (1.4784, 'OH Line')] micron"
272,48,1.4799,5.477e-05,1,"Emission line wavelength(s) in region: [(1.47993, 'OH Line')] micron"
273,48,1.48001,5.464e-05,1,"Emission line wavelength(s) in region: [(1.48004, 'OH Line')] micron"
274,48,1.48054,8.345e-05,0,"Emission line wavelength(s) in region: [(1.48058, 'OH Line')] micron"
275,48,1.48326,8.265e-05,1,"Emission line wavelength(s) in region: [(1.48329, 'OH Line'), (1.48333, 'OH Line')] micron"
276,48,1.48641,5.431e-05,1,"Emission line wavelength(s) in region: [(1.48644, 'OH Line')] micron"
277,48,1.48869,0.00011876,0,"Emission line wavelength(s) in region: [(1.48875, 'OH Line')] micron"
278,49,1.48641,5.22e-05,1,"Emission line wavelength(s) in region: [(1.48644, 'OH Line')] micron"
279,49,1.48855,0.00025901,1,"Emission line wavelength(s) in region: [(1.48858, 'OH Line'), (1.48865, 'OH Line'), (1.48875, 'OH Line')] micron"
280,49,1.4908,4.905e-05,1,"Emission line wavelength(s) in region: [(1.49083, 'OH Line')] micron"
281,49,1.49095,4.893e-05,1,"Emission line wavelength(s) in region: [(1.49097, 'OH Line')] micron"
282,49,1.49266,0.00014242,0,"Emission line wavelength(s) in region: [(1.49273, 'Unknown Species')] micron"
283,49,1.49315,7.846e-05,1,"Emission line wavelength(s) in region: [(1.49319, 'OH Line')] micron"
284,49,1.50249,4.52e-05,0,"Emission line wavelength(s) in region: [(1.50251, 'OH Line')] micron"
285,50,1.50523,0.00011747,1,"Emission line wavelength(s) in region: [(1.50526, 'OH Line'), (1.50532, 'OH Line')] micron"
286,50,1.5055,0.00010586,1,"Emission line wavelength(s) in region: [(1.50555, 'OH Line')] micron"
287,50,1.50632,4.953e-05,1,"Emission line wavelength(s) in region: [(1.50634, 'OH Line')] micron"
288,50,1.50643,4.944e-05,1,"Emission line wavelength(s) in region: [(1.50646, 'OH Line')] micron"
289,50,1.50683,6.003e-05,1,"Emission line wavelength(s) in region: [(1.50686, 'OH Line')] micron"
290,50,1.50691,4.905e-05,1,"Emission line wavelength(s) in region: [(1.50693, 'OH Line')] micron"
291,50,1.50814,5.869e-05,0,"Emission line wavelength(s) in region: [(1.50817, 'OH Line')] micron"
292,50,1.50871,5.809e-05,1,"Emission line wavelength(s) in region: [(1.50874, 'OH Line')] micron"
293,50,1.50889,5.789e-05,1,"Emission line wavelength(s) in region: [(1.50892, 'OH Line')] micron"
294,50,1.51118,5.528e-05,1,"Emission line wavelength(s) in region: [(1.51121, 'OH Line')] micron"
295,50,1.5115,5.489e-05,1,"Emission line wavelength(s) in region: [(1.51153, 'OH Line')] micron"
296,50,1.51439,6.049e-05,0,"Emission line wavelength(s) in region: [(1.51442, 'Unknown Species')] micron"
297,50,1.51475,8.75e-05,0,"Emission line wavelength(s) in region: [(1.5148, 'OH Line')] micron"
298,50,1.51864,0.0001302,0,"Emission line wavelength(s) in region: [(1.5187, 'OH Line'), (1.51875, 'OH Line')] micron"
299,51,1.51842,0.00057231,0,"Emission line wavelength(s) in region: [(1.51871, 'OH Line')] micron"
300,51,1.52404,0.00019897,1,"Emission line wavelength(s) in region: [(1.52414, 'OH Line')] micron"
301,51,1.52824,4.451e-05,0,"Emission line wavelength(s) in region: [(1.52827, 'OH Line')] micron"
302,51,1.52875,5.376e-05,1,"Emission line wavelength(s) in region: [(1.52878, 'OH Line')] micron"
303,51,1.53106,8.748e-05,0,"Emission line wavelength(s) in region: [(1.53111, 'OH Line')] micron"
304,51,1.53318,0.0001166,1,"Emission line wavelength(s) in region: [(1.53321, 'OH Line'), (1.53327, 'OH Line')] micron"
305,52,1.53317,0.00012628,1,"Emission line wavelength(s) in region: [(1.53321, 'OH Line'), (1.53327, 'OH Line')] micron"
306,52,1.53765,3.971e-05,0,"Emission line wavelength(s) in region: [(1.53767, 'OH Line')] micron"
307,52,1.53917,7.198e-05,0,"Emission line wavelength(s) in region: [(1.53921, 'OH Line')] micron"
308,52,1.53949,8.26e-05,1,"Emission line wavelength(s) in region: [(1.53953, 'OH Line')] micron"
309,52,1.54158,0.00011137,0,"Emission line wavelength(s) in region: [(1.54164, 'Unknown Species')] micron"
310,52,1.54262,6.757e-05,0,"Emission line wavelength(s) in region: [(1.54266, 'OH Line')] micron"
311,52,1.54294,5.681e-05,0,"Emission line wavelength(s) in region: [(1.54298, 'OH Line')] micron"
312,52,1.54314,5.658e-05,1,"Emission line wavelength(s) in region: [(1.54317, 'OH Line')] micron"
313,52,1.54323,5.647e-05,1,"Emission line wavelength(s) in region: [(1.54326, 'OH Line')] micron"
314,52,1.54384,8.612e-05,0,"Emission line wavelength(s) in region: [(1.54386, 'OH Line'), (1.5439, 'OH Line')] micron"
315,52,1.54616,0.0001103,1,"Emission line wavelength(s) in region: [(1.54618, 'OH Line'), (1.54624, 'OH Line')] micron"
316,52,1.54678,5.195e-05,0,"Emission line wavelength(s) in region: [(1.54681, 'OH Line')] micron"
317,52,1.54737,9.291e-05,0,"Emission line wavelength(s) in region: [(1.5474, 'OH Line'), (1.54745, 'OH Line')] micron"
318,52,1.54878,4.909e-05,0,"Emission line wavelength(s) in region: [(1.54881, 'OH Line')] micron"
319,52,1.54886,4.898e-05,0,"Emission line wavelength(s) in region: [(1.54888, 'OH Line')] micron"
320,52,1.55002,0.00011571,1,"Emission line wavelength(s) in region: [(1.55005, 'OH Line'), (1.55011, 'OH Line')] micron"
321,52,1.55093,9.556e-05,1,"Emission line wavelength(s) in region: [(1.55096, 'OH Line'), (1.551, 'OH Line')] micron"
322,52,1.55175,3.631e-05,0,"Emission line wavelength(s) in region: [(1.55177, 'OH Line')] micron"
323,53,1.55002,0.0001149,1,"Emission line wavelength(s) in region: [(1.55006, 'OH Line'), (1.55012, 'OH Line')] micron"
324,53,1.55092,0.00010771,1,"Emission line wavelength(s) in region: [(1.55095, 'OH Line'), (1.551, 'OH Line')] micron"
325,53,1.55317,6.392e-05,0,"Emission line wavelength(s) in region: [(1.55321, 'Unknown Species')] micron"
326,53,1.55394,5.173e-05,1,"Emission line wavelength(s) in region: [(1.55397, 'OH Line')] micron"
327,53,1.55406,6.311e-05,1,"Emission line wavelength(s) in region: [(1.55409, 'OH Line')] micron"
328,53,1.55456,9.677e-05,1,"Emission line wavelength(s) in region: [(1.55459, 'OH Line'), (1.55464, 'OH Line')] micron"
329,53,1.55697,9.304e-05,1,"Emission line wavelength(s) in region: [(1.55702, 'OH Line')] micron"
330,53,1.55807,4.83e-05,0,"Emission line wavelength(s) in region: [(1.55809, 'OH Line')] micron"
331,53,1.55972,8.83e-05,1,"Emission line wavelength(s) in region: [(1.55974, 'OH Line'), (1.55978, 'OH Line')] micron"
332,53,1.56122,7.543e-05,0,"Emission line wavelength(s) in region: [(1.56126, 'OH Line')] micron"
333,53,1.56307,0.00012019,1,"Emission line wavelength(s) in region: [(1.5631, 'OH Line'), (1.56316, 'OH Line')] micron"
334,53,1.56545,0.00011252,1,"Emission line wavelength(s) in region: [(1.56551, 'OH Line')] micron"
335,53,1.56558,5.832e-05,1,"Emission line wavelength(s) in region: [(1.56562, 'OH Line')] micron"
336,53,1.56575,5.803e-05,1,"Emission line wavelength(s) in region: [(1.56578, 'OH Line')] micron"
337,54,1.56532,0.00032889,1,"Emission line wavelength(s) in region: [(1.5655, 'OH Line'), (1.56561, 'O2 Line')] micron"
338,54,1.56571,9.281e-05,1,"Emission line wavelength(s) in region: [(1.56577, 'OH Line')] micron"
339,54,1.57015,0.00014058,1,"Emission line wavelength(s) in region: [(1.57025, 'OH Line')] micron"
340,54,1.57375,9.42e-05,0,"Emission line wavelength(s) in region: [(1.57381, 'O2 Line')] micron"
341,54,1.57389,8.292e-05,0,"Emission line wavelength(s) in region: [(1.57395, 'O2 Line')] micron"
342,54,1.57461,9.277e-05,0,"Emission line wavelength(s) in region: [(1.57468, 'O2 Line')] micron"
343,54,1.57512,9.19e-05,0,"Emission line wavelength(s) in region: [(1.57519, 'O2 Line')] micron"
344,54,1.57593,0.00018085,1,"Emission line wavelength(s) in region: [(1.57599, 'OH Line'), (1.57608, 'OH Line')] micron"
345,54,1.57649,9.475e-05,1,"Emission line wavelength(s) in region: [(1.57656, 'O2 Line')] micron"
346,54,1.57673,5.765e-05,0,"Emission line wavelength(s) in region: [(1.57677, 'O2 Line')] micron"
347,54,1.57738,0.00010851,0,"Emission line wavelength(s) in region: [(1.57746, 'O2 Line')] micron"
348,54,1.57791,7.155e-05,1,"Emission line wavelength(s) in region: [(1.57796, 'O2 Line')] micron"
349,54,1.57805,8.658e-05,1,"Emission line wavelength(s) in region: [(1.57812, 'OH Line')] micron"
350,54,1.57824,9.129e-05,1,"Emission line wavelength(s) in region: [(1.57831, 'OH Line')] micron"
351,54,1.57928,0.00010396,0,"Emission line wavelength(s) in region: [(1.57935, 'O2 Line')] micron"
352,54,1.58063,0.00022931,0,"Emission line wavelength(s) in region: [(1.58079, 'O2 Line')] micron"
353,54,1.58293,0.00016123,1,"Emission line wavelength(s) in region: [(1.583, 'OH Line'), (1.58307, 'OH Line')] micron"
354,54,1.58322,0.00015983,1,"Emission line wavelength(s) in region: [(1.58333, 'OH Line')] micron"
355,54,1.58412,9.924e-05,1,"Emission line wavelength(s) in region: [(1.58419, 'OH Line')] micron"
356,54,1.58424,9.885e-05,1,"Emission line wavelength(s) in region: [(1.58431, 'OH Line')] micron"
357,54,1.58471,0.00016895,1,"Emission line wavelength(s) in region: [(1.58476, 'OH Line'), (1.58485, 'OH Line')] micron"
358,55,1.58295,0.00014989,1,"Emission line wavelength(s) in region: [(1.583, 'OH Line'), (1.58306, 'OH Line')] micron"
359,55,1.58326,0.00014318,1,"Emission line wavelength(s) in region: [(1.58333, 'OH Line')] micron"
360,55,1.58416,6.782e-05,0,"Emission line wavelength(s) in region: [(1.5842, 'OH Line')] micron"
361,55,1.58427,6.774e-05,0,"Emission line wavelength(s) in region: [(1.5843, 'OH Line')] micron"
362,55,1.58473,0.00014694,1,"Emission line wavelength(s) in region: [(1.58477, 'OH Line'), (1.58485, 'OH Line')] micron"
